iter	Passed	Remaining
1713	2686	1152
1714	2688	1150
1715	2689	1148
1716	2690	1147
1717	2692	1145
1718	2693	1143
1719	2694	1141
1720	2695	1140
1721	2696	1138
1722	2697	1136
1723	2698	1134
1724	2699	1132
1725	2699	1130
1726	2701	1129
1727	2703	1127
1728	2704	1126
1729	2705	1124
1730	2706	1122
1731	2707	1120
1732	2708	1119
1733	2709	1117
1734	2710	1115
1735	2711	1113
1736	2711	1111
1737	2712	1109
1738	2713	1107
1739	2714	1106
1740	2720	1106
1741	2722	1104
1742	2724	1103
1743	2727	1102
1744	2728	1100
1745	2729	1098
1746	2730	1097
1747	2732	1095
1748	2736	1095
1749	2738	1094
1750	2739	1092
1751	2740	1090
1752	2741	1088
1753	2742	1086
1754	2743	1084
1755	2754	1087
1756	2756	1085
1757	2757	1084
1758	2759	1082
1759	2761	1080
1760	2762	1079
1761	2765	1078
1762	2766	1076
1763	2767	1074
1764	2769	1073
1765	2770	1071
1766	2771	1069
1767	2772	1067
1768	2773	1066
1769	2774	1064
1770	2775	1062
1771	2776	1060
1772	2778	1059
1773	2779	1057
1774	2780	1055
1775	2781	1053
1776	2781	1051
1777	2782	1050
1778	2783	1048
1779	2784	1046
1780	2785	1044
1781	2786	1042
1782	2787	1041
1783	2788	1039
1784	2792	1038
1785	2796	1038
1786	2799	1037
1787	2801	1035
1788	2803	1034
1789	2805	1032
1790	2806	1031
1791	2807	1029
1792	2808	1027
1793	2809	1025
1794	2810	1023
1795	2811	1022
1796	2811	1020
1797	2812	1018
1798	2814	1016
1799	2815	1015
1800	2816	1013
1801	2823	1013
1802	2848	1020
1803	2850	1019
1804	2854	1018
1805	2856	1017
1806	2857	1015
1807	2858	1013
1808	2859	1011
1809	2860	1009
1810	2861	1007
1811	2862	1006
1812	2863	1004
1813	2865	1002
1814	2867	1001
1815	2868	999
1816	2869	998
1817	2871	996
1818	2872	994
1819	2873	993
1820	2874	991
1821	2875	989
1822	2876	987
1823	2877	985
1824	2877	984
1825	2879	982
1826	2881	980
1827	2882	979
1828	2885	978
1829	2891	978
1830	2901	979
1831	2904	978
1832	2909	977
1833	2910	975
1834	2911	974
1835	2912	972
1836	2913	970
1837	2914	968
1838	2915	967
1839	2916	965
1840	2917	963
1841	2918	961
1842	2919	959
1843	2920	958
1844	2921	956
1845	2922	954
1846	2923	952
1847	2924	951
1848	2926	949
1849	2927	947
1850	2928	946
1851	2942	948
1852	2946	947
1853	2947	946
1854	2948	944
1855	2950	942
1856	2951	940
1857	2953	939
1858	2957	938
1859	2960	937
1860	2961	935
1861	2963	934
1862	2964	932
1863	2965	930
1864	2966	928
1865	2967	927
1866	2968	925
1867	2969	923
1868	2971	922
1869	2972	920
1870	2973	918
1871	2978	918
1872	2987	918
1873	2991	917
1874	2993	916
1875	2996	915
1876	2997	913
1877	2998	911
1878	2999	909
1879	3000	908
1880	3001	906
1881	3002	904
1882	3003	902
1883	3003	900
1884	3004	898
1885	3005	897
1886	3006	895
1887	3007	893
1888	3007	891
1889	3008	889
1890	3009	888
1891	3010	886
1892	3011	884
1893	3013	882
1894	3015	881
1895	3016	879
1896	3017	878
1897	3018	876
1898	3019	874
1899	3019	872
1900	3020	870
1901	3021	868
1902	3022	867
1903	3023	865
1904	3023	863
1905	3024	861
1906	3025	859
1907	3027	858
1908	3028	856
1909	3029	855
1910	3030	853
1911	3031	851
1912	3032	849
1913	3033	848
1914	3034	846
1915	3035	844
1916	3036	842
1917	3037	840
1918	3038	839
1919	3040	837
1920	3042	836
1921	3043	834
1922	3045	833
1923	3047	831
1924	3048	829
1925	3049	828
1926	3050	826
1927	3051	824
1928	3052	822
1929	3053	821
1930	3055	819
1931	3057	818
1932	3058	816
1933	3060	814
1934	3061	813
1935	3062	811
1936	3063	809
1937	3064	807
1938	3065	806
1939	3065	804
1940	3066	802
1941	3067	800
1942	3068	799
1943	3069	797
1944	3070	795
1945	3071	793
1946	3072	792
1947	3073	790
1948	3074	788
1949	3075	786
1950	3076	785
1951	3076	783
1952	3077	781
1953	3078	779
1954	3079	778
1955	3080	776
1956	3081	774
1957	3082	773
1958	3083	771
1959	3085	769
1960	3086	768
1961	3087	766
1962	3088	764
1963	3089	762
1964	3089	761
1965	3090	759
1966	3091	757
1967	3092	755
1968	3093	754
1969	3093	752
1970	3094	750
1971	3095	748
1972	3095	746
1973	3096	745
1974	3097	743
1975	3098	741
1976	3098	739
1977	3101	738
1978	3104	737
1979	3105	735
1980	3106	733
1981	3107	732
1982	3108	730
1983	3109	728
1984	3110	727
1985	3110	725
1986	3111	723
1987	3112	721
1988	3113	720
1989	3113	718
1990	3115	716
1991	3117	715
1992	3118	713
1993	3119	711
1994	3120	710
1995	3121	708
1996	3122	706
1997	3123	704
1998	3123	703
1999	3124	701
2000	3125	699
2001	3126	697
2002	3126	696
2003	3127	694
2004	3128	692
2005	3131	691
2006	3132	689
2007	3133	688
2008	3134	686
2009	3135	684
2010	3136	683
2011	3137	681
2012	3138	679
2013	3139	678
2014	3139	676
2015	3140	674
2016	3141	672
2017	3142	671
2018	3143	669
2019	3144	667
2020	3145	666
2021	3147	664
2022	3148	662
2023	3149	661
2024	3150	659
2025	3151	657
2026	3152	656
2027	3153	654
2028	3153	652
2029	3154	651
2030	3156	649
2031	3156	647
2032	3157	646
2033	3158	644
2034	3159	642
2035	3160	641
2036	3163	639
2037	3164	638
2038	3165	636
2039	3166	634
2040	3167	633
2041	3168	631
2042	3169	629
2043	3170	628
2044	3171	626
2045	3171	624
2046	3172	623
2047	3173	621
2048	3175	620
2049	3177	618
2050	3179	616
2051	3180	615
2052	3182	613
2053	3183	612
2054	3186	610
2055	3187	609
2056	3188	607
2057	3189	605
2058	3190	604
2059	3192	602
2060	3196	601
2061	3197	600
2062	3199	598
2063	3201	597
2064	3202	595
2065	3203	593
2066	3204	592
2067	3210	591
2068	3211	589
2069	3212	588
2070	3213	586
2071	3214	584
2072	3215	583
2073	3216	581
2074	3216	579
2075	3217	578
2076	3218	576
2077	3219	574
2078	3221	573
2079	3222	571
2080	3223	570
2081	3225	568
2082	3226	566
2083	3227	565
2084	3228	563
2085	3229	562
2086	3230	560
2087	3231	558
2088	3232	557
2089	3233	555
2090	3234	553
2091	3237	552
2092	3239	550
2093	3240	549
2094	3241	547
2095	3242	546
2096	3243	544
2097	3244	542
2098	3245	541
2099	3246	539
2100	3246	537
2101	3247	536
2102	3249	534
2103	3251	533
2104	3253	531
2105	3254	530
2106	3255	528
2107	3256	526
2108	3257	525
2109	3258	523
2110	3259	521
2111	3260	520
2112	3261	518
2113	3262	516
2114	3262	515
2115	3264	513
2116	3265	512
2117	3266	510
2118	3267	508
2119	3268	507
2120	3269	505
2121	3270	504
2122	3271	502
2123	3272	500
2124	3273	499
2125	3274	497
2126	3275	495
2127	3276	494
2128	3277	492
2129	3278	490
2130	3280	489
2131	3281	487
2132	3282	486
2133	3285	484
2134	3286	483
2135	3287	481
2136	3288	480
2137	3289	478
2138	3290	476
2139	3291	475
2140	3292	473
2141	3294	472
2142	3296	470
2143	3298	469
2144	3299	467
2145	3299	465
2146	3300	464
2147	3301	462
2148	3302	461
2149	3303	459
2150	3303	457
2151	3304	456
2152	3305	454
2153	3305	452
2154	3306	451
2155	3307	449
2156	3309	448
2157	3311	446
2158	3312	444
2159	3312	443
2160	3313	441
2161	3314	440
2162	3315	438
2163	3316	436
2164	3317	435
2165	3318	433
2166	3319	431
2167	3320	430
2168	3321	428
2169	3322	427
2170	3323	425
2171	3325	424
2172	3326	422
2173	3328	420
2174	3329	419
2175	3329	417
2176	3330	416
2177	3331	414
2178	3332	412
2179	3333	411
2180	3334	409
2181	3335	408
2182	3335	406
2183	3336	404
2184	3337	403
2185	3338	401
2186	3339	400
2187	3341	398
2188	3342	396
2189	3343	395
2190	3344	393
2191	3345	392
2192	3346	390
2193	3347	389
2194	3348	387
2195	3349	385
2196	3350	384
2197	3351	382
2198	3352	381
2199	3353	379
2200	3355	378
2201	3356	376
2202	3357	374
2203	3358	373
2204	3359	371
2205	3360	370
2206	3361	368
2207	3362	366
2208	3363	365
2209	3364	363
2210	3365	362
2211	3366	360
2212	3367	359
2213	3371	357
2214	3374	356
2215	3375	354
2216	3377	353
2217	3378	351
2218	3379	350
2219	3379	348
2220	3380	347
2221	3382	345
2222	3384	344
2223	3386	342
2224	3389	341
2225	3390	339
2226	3391	338
2227	3392	336
2228	3393	334
2229	3394	333
2230	3395	331
2231	3396	330
2232	3397	328
2233	3399	327
2234	3400	325
2235	3402	324
2236	3403	322
2237	3404	320
2238	3405	319
2239	3405	317
2240	3406	316
2241	3407	314
2242	3408	313
2243	3409	311
2244	3410	309
2245	3411	308
2246	3413	306
2247	3415	305
2248	3416	303
2249	3417	302
2250	3418	300
2251	3419	299
2252	3420	297
2253	3421	295
2254	3421	294
2255	3422	292
2256	3423	291
2257	3424	289
2258	3425	288
2259	3427	286
2260	3428	285
2261	3429	283
2262	3431	282
2263	3432	280
2264	3433	278
2265	3433	277
2266	3434	275
2267	3436	274
2268	3437	272
2269	3445	271
2270	3447	270
2271	3448	268
2272	3449	267
2273	3450	265
2274	3451	263
2275	3452	262
2276	3453	260
2277	3455	259
2278	3458	258
2279	3459	256
2280	3460	254
2281	3461	253
2282	3462	251
2283	3463	250
2284	3464	248
2285	3465	247
2286	3466	245
2287	3467	243
2288	3468	242
2289	3470	240
2290	3472	239
2291	3474	237
2292	3475	236
2293	3475	234
2294	3476	233
2295	3477	231
2296	3478	230
2297	3479	228
2298	3479	227
2299	3480	225
2300	3481	223
2301	3481	222
2302	3482	220
2303	3484	219
2304	3485	217
2305	3486	216
2306	3487	214
2307	3488	213
2308	3489	211
2309	3489	209
2310	3490	208
2311	3491	206
2312	3491	205
2313	3492	203
2314	3493	202
2315	3493	200
2316	3494	199
2317	3495	197
2318	3496	195
2319	3496	194
2320	3497	192
2321	3499	191
2322	3501	189
2323	3502	188
2324	3503	186
2325	3504	185
2326	3505	183
2327	3505	182
2328	3506	180
2329	3507	179
2330	3508	177
2331	3508	176
2332	3509	174
2333	3510	172
2334	3510	171
2335	3511	169
2336	3512	168
2337	3514	166
2338	3515	165
2339	3516	163
2340	3517	162
2341	3518	160
2342	3519	159
2343	3519	157
2344	3520	156
2345	3521	154
2346	3522	153
2347	3522	151
2348	3523	150
2349	3524	148
2350	3525	146
2351	3525	145
2352	3526	143
2353	3527	142
2354	3528	140
2355	3530	139
2356	3531	137
2357	3532	136
2358	3533	134
2359	3534	133
2360	3535	131
2361	3536	130
2362	3537	128
2363	3537	127
2364	3538	125
2365	3539	124
2366	3540	122
2367	3541	121
2368	3541	119
2369	3542	118
2370	3544	116
2371	3548	115
2372	3549	113
2373	3550	112
2374	3551	110
2375	3552	109
2376	3553	107
2377	3553	106
2378	3554	104
2379	3555	103
2380	3556	101
2381	3557	100
2382	3557	98
2383	3558	97
2384	3559	95
2385	3560	94
2386	3561	92
2387	3562	90
2388	3563	89
2389	3564	87
2390	3564	86
2391	3565	84
2392	3566	83
2393	3567	81
2394	3568	80
2395	3569	78
2396	3570	77
2397	3570	75
2398	3571	74
2399	3572	72
2400	3573	71
2401	3575	69
2402	3576	68
2403	3578	66
2404	3578	65
2405	3579	63
2406	3580	62
2407	3581	60
2408	3582	59
2409	3583	57
2410	3584	56
2411	3585	54
2412	3586	53
2413	3586	52
2414	3587	50
2415	3589	49
2416	3590	47
2417	3592	46
2418	3593	44
2419	3593	43
2420	3594	41
2421	3595	40
2422	3596	38
2423	3596	37
2424	3597	35
2425	3598	34
2426	3599	32
2427	3600	31
2428	3600	29
2429	3601	28
2430	3602	26
2431	3602	25
2432	3604	23
2433	3605	22
2434	3606	20
2435	3607	19
2436	3608	17
2437	3608	16
2438	3609	14
2439	3610	13
2440	3611	11
2441	3611	10
2442	3612	8
2443	3613	7
2444	3614	5
2445	3614	4
2446	3615	2
2447	3616	1
2448	3617	0
