iter	RMSE
1505	0.07095704525
1506	0.07095539267
1507	0.07093094839
1508	0.07091360447
1509	0.07090306278
1510	0.07090162401
1511	0.07089891712
1512	0.07087968591
1513	0.07087828411
1514	0.07087663236
1515	0.07086140601
1516	0.07084527709
1517	0.07083866291
1518	0.07083639671
1519	0.07083323323
1520	0.07083177417
1521	0.07082281136
1522	0.07081654917
1523	0.07079402617
1524	0.07078939822
1525	0.07078312147
1526	0.07077721964
1527	0.07077564855
1528	0.0707726348
1529	0.07075172649
1530	0.07074218841
1531	0.07071481556
1532	0.07070099319
1533	0.07068679496
1534	0.0706843745
1535	0.07067087611
1536	0.07066938357
1537	0.07065166586
1538	0.07064403751
1539	0.0706131312
1540	0.07061061708
1541	0.07059733936
1542	0.07058390671
1543	0.07058260276
1544	0.07056017289
1545	0.0705588778
1546	0.07051809186
1547	0.07051140576
1548	0.07049880487
1549	0.07048730527
1550	0.07048124459
1551	0.07047826258
1552	0.07045549548
1553	0.0704538831
1554	0.0704496203
1555	0.07044829393
1556	0.07043762267
1557	0.07042738065
1558	0.07040598184
1559	0.07039579553
1560	0.07036999584
1561	0.07036616535
1562	0.07035718112
1563	0.07034318361
1564	0.07034178638
1565	0.0703314531
1566	0.07033022743
1567	0.07032141948
1568	0.07030914044
1569	0.0702847451
1570	0.07028049488
1571	0.07026331222
1572	0.07026217212
1573	0.07024932396
1574	0.07023612731
1575	0.07022277484
1576	0.07022029646
1577	0.07020970836
1578	0.07020268204
1579	0.07019290862
1580	0.07016883311
1581	0.07016052602
1582	0.07015236535
1583	0.07013180545
1584	0.07011337198
1585	0.07009055654
1586	0.07008935434
1587	0.07007448175
1588	0.0700340659
1589	0.07002145153
1590	0.06999451743
1591	0.06997536177
1592	0.06996161953
1593	0.06993267754
1594	0.06990976539
1595	0.06988867026
1596	0.0698874807
1597	0.06987613405
1598	0.06985564741
1599	0.06984272479
1600	0.06982977875
1601	0.06982819171
1602	0.06979837103
1603	0.06977969042
1604	0.06974082036
1605	0.06972470836
1606	0.06971692395
1607	0.06969371388
1608	0.06968225984
1609	0.06967018901
1610	0.06963990697
1611	0.06962236928
1612	0.0696035128
1613	0.06960149217
1614	0.06960039811
1615	0.06957317122
1616	0.06956742173
1617	0.06955942945
1618	0.06955492854
1619	0.06955270965
1620	0.06953130198
1621	0.06949583821
1622	0.06948635193
1623	0.0694734613
1624	0.06945076665
1625	0.0694494677
1626	0.06944397047
1627	0.06941287371
1628	0.06940721267
1629	0.06940172973
1630	0.06939927196
1631	0.06938270953
1632	0.06936685366
1633	0.06935115209
1634	0.06934466866
1635	0.06933874355
1636	0.06932013126
1637	0.06931241132
1638	0.06931105841
1639	0.06928884509
1640	0.06927321369
1641	0.06926363853
1642	0.06926176524
1643	0.06924523112
1644	0.06923452486
1645	0.06923106891
1646	0.06922220344
1647	0.06922104993
1648	0.0692181579
1649	0.06920898546
1650	0.06920705458
1651	0.06919658695
1652	0.06919366457
1653	0.06918981436
1654	0.06918854725
1655	0.06915150175
1656	0.06913138382
1657	0.06910748094
1658	0.06909799817
1659	0.06907132858
1660	0.06906845675
1661	0.06906120207
1662	0.06905249493
1663	0.0690481888
1664	0.06904623374
1665	0.06904468532
1666	0.06903343637
1667	0.06903126679
1668	0.06902877774
1669	0.0690195363
1670	0.0690048256
1671	0.06899006214
1672	0.06897632329
1673	0.06893923555
1674	0.0689339745
1675	0.06891072014
1676	0.06889966922
1677	0.06889302601
1678	0.06887553394
1679	0.06886699154
1680	0.06886163284
1681	0.06885981757
1682	0.0688589044
1683	0.06884655769
1684	0.06884499751
1685	0.06881379987
1686	0.06879870747
1687	0.06879264657
1688	0.0687827563
1689	0.06876245191
1690	0.06875698125
1691	0.06875505804
1692	0.06874492276
1693	0.06873505926
1694	0.06870682288
1695	0.06868924583
1696	0.06868819108
1697	0.06866768458
1698	0.06865530923
1699	0.06864748846
1700	0.06863309984
1701	0.06862251372
1702	0.0686087286
1703	0.06860760341
1704	0.0685813762
1705	0.06857732195
1706	0.06856100189
1707	0.06854297567
1708	0.06851633865
1709	0.06850095802
1710	0.06849929636
1711	0.06848503848
1712	0.06847315605
1713	0.06846484582
1714	0.06845024081
1715	0.06844227008
1716	0.06843013121
1717	0.06841590473
1718	0.06840901968
1719	0.06840701411
1720	0.06839359839
1721	0.06839223037
1722	0.06836692645
1723	0.06835460154
1724	0.06835256254
1725	0.06833817302
1726	0.06832653137
1727	0.06831820905
1728	0.06831618255
1729	0.06830465409
1730	0.06828464834
1731	0.06824160342
1732	0.06823783553
1733	0.06822511649
1734	0.06818335758
1735	0.06818145417
1736	0.06817126423
1737	0.06814019378
1738	0.06813920351
1739	0.06813194867
1740	0.06812407413
1741	0.06809108504
1742	0.06808816947
1743	0.06807491949
1744	0.0680690181
1745	0.06806786549
1746	0.06805496504
1747	0.06804799629
1748	0.06803886927
1749	0.06803772187
1750	0.06803075524
1751	0.06801853758
1752	0.06801480789
1753	0.06801097447
1754	0.06799754509
1755	0.06799336411
1756	0.06798575427
1757	0.06797117985
1758	0.06795526636
1759	0.06795441858
1760	0.06794882561
1761	0.06793829922
1762	0.06793757768
1763	0.06792765082
1764	0.06792055277
1765	0.06791466855
1766	0.06791374734
1767	0.06788667946
1768	0.0678856898
1769	0.06787868219
1770	0.06787520732
1771	0.067858809
1772	0.06784313897
1773	0.06783218272
1774	0.06781904779
1775	0.06780432979
1776	0.06779518221
1777	0.06778941033
1778	0.06778759337
1779	0.06778651881
1780	0.06777708898
1781	0.06777046268
1782	0.06776340954
1783	0.06776125849
1784	0.06775440327
1785	0.06772805553
1786	0.06771951128
1787	0.06768528914
1788	0.06767562319
1789	0.06766627009
1790	0.06765078882
1791	0.06764164566
1792	0.06763972695
1793	0.06763507144
1794	0.06762340977
1795	0.06761882735
1796	0.06761338606
1797	0.06759418571
1798	0.06756268451
1799	0.06755629881
1800	0.06754966858
1801	0.06754856668
1802	0.06753209123
1803	0.06752519517
1804	0.06751927271
1805	0.06751598473
1806	0.06750720005
1807	0.06750041642
1808	0.06749378304
1809	0.06748131918
1810	0.06747437912
1811	0.06746810571
1812	0.06745959133
1813	0.06745342073
1814	0.06744498381
1815	0.06743838795
1816	0.0674365241
1817	0.0674218306
1818	0.06739954438
1819	0.0673736319
1820	0.06734897285
1821	0.06733374738
1822	0.06733074819
1823	0.06732309969
1824	0.0673172747
1825	0.06729586826
1826	0.06728294333
1827	0.06727734803
1828	0.06724450668
1829	0.06723763634
1830	0.06723192145
1831	0.06722519634
1832	0.06721403732
1833	0.06720933113
1834	0.06720294907
1835	0.06718736884
1836	0.0671856188
1837	0.06718230735
1838	0.06718052412
1839	0.06717150223
1840	0.06714459649
1841	0.06711553423
1842	0.06711026155
1843	0.06709906276
1844	0.0670939071
1845	0.06708813467
1846	0.06708258103
1847	0.06707720179
1848	0.06707255492
1849	0.06707181369
1850	0.06706795894
1851	0.06705310765
1852	0.0670385693
1853	0.06702139581
1854	0.06701555688
1855	0.06701380377
1856	0.06699109479
1857	0.06698406424
1858	0.0669791026
1859	0.06696971122
1860	0.06696356222
1861	0.06693525625
1862	0.06693037942
1863	0.0668942109
1864	0.06689221071
1865	0.06688324625
1866	0.06686981547
1867	0.06686360004
1868	0.06685454143
1869	0.06685345746
1870	0.06685124721
1871	0.0668462686
1872	0.06684474489
1873	0.06682461646
1874	0.06681785554
1875	0.06681302832
1876	0.06680834238
1877	0.06680351764
1878	0.06678858217
1879	0.06678434887
1880	0.06678054642
1881	0.06676212263
1882	0.06674745946
1883	0.06673822283
1884	0.06673748053
1885	0.06671768331
1886	0.06670363205
1887	0.06669906179
1888	0.06669826026
1889	0.0666875518
1890	0.06667440463
1891	0.06665253405
1892	0.06663974305
1893	0.06663213406
1894	0.06661338596
1895	0.06660249568
1896	0.06660085613
1897	0.06659388727
1898	0.06658814021
1899	0.06657772626
1900	0.06657332551
1901	0.06657013472
1902	0.06656180332
1903	0.06653296845
1904	0.06652437284
1905	0.06651536017
1906	0.06651144163
1907	0.06649381787
1908	0.06649147249
1909	0.06648721247
1910	0.06647531455
1911	0.06644653216
1912	0.06643379443
1913	0.066419425
1914	0.06641309355
1915	0.06640133395
1916	0.0663951499
1917	0.06636615478
1918	0.0663643445
1919	0.06635829795
1920	0.06635765012
1921	0.06634716117
1922	0.06633862445
1923	0.06633367314
1924	0.06633246218
1925	0.06632383674
1926	0.06630246513
1927	0.06629667138
1928	0.06628513381
1929	0.06627214617
1930	0.06623431119
1931	0.06622591075
1932	0.06622505523
1933	0.06620511118
1934	0.06618589824
1935	0.06616921088
1936	0.06615753182
1937	0.06614624247
1938	0.06611993428
1939	0.06611093071
1940	0.06610910741
1941	0.06609491919
1942	0.06608863763
1943	0.06605504665
1944	0.06602618466
1945	0.06602478873
1946	0.06600859886
1947	0.06600413178
1948	0.06599478602
1949	0.06599384545
1950	0.06598353312
1951	0.06597477702
1952	0.06597074025
1953	0.06596992226
1954	0.06596126099
1955	0.0659484058
1956	0.06593865404
1957	0.06590961356
1958	0.06589761522
1959	0.06588789329
1960	0.06587874286
1961	0.0658766855
1962	0.06587505847
1963	0.06586997542
1964	0.06586600217
1965	0.06585779091
1966	0.06584858997
1967	0.06582717574
1968	0.06581612253
1969	0.06581122894
1970	0.06580546892
1971	0.06580484603
1972	0.06579379236
1973	0.06578812419
1974	0.06578642662
1975	0.06578357017
1976	0.06576701928
1977	0.06576101738
1978	0.06574736981
1979	0.0657434018
1980	0.06573456448
1981	0.0657235455
1982	0.0657164619
1983	0.06571511032
1984	0.06570056581
1985	0.06569607274
1986	0.06569350544
1987	0.06568519788
1988	0.06568144146
1989	0.06567622029
1990	0.06567480485
1991	0.06566932605
1992	0.06564637166
1993	0.06564018823
1994	0.06562992863
1995	0.06561285676
1996	0.065601246
1997	0.0656005059
1998	0.06558493155
1999	0.06557427536
2000	0.06556867144
2001	0.06555736113
2002	0.06555050617
2003	0.06554908096
2004	0.06553272868
2005	0.06553133268
2006	0.06553059401
2007	0.06552479598
2008	0.06550552471
2009	0.06550395354
2010	0.06549559124
2011	0.06548053196
2012	0.06547172892
2013	0.0654667989
2014	0.06544612489
2015	0.06544233337
2016	0.06543959956
2017	0.06543507417
2018	0.06542576708
2019	0.06541681845
2020	0.06540139824
2021	0.06539887257
2022	0.06539806922
2023	0.06539280625
2024	0.06538576399
2025	0.06538370561
2026	0.06538292976
2027	0.06536966001
2028	0.06536053388
2029	0.06534481281
2030	0.06533437127
2031	0.06533108727
2032	0.06532047265
2033	0.06528922326
2034	0.0652716438
2035	0.06527009556
2036	0.06526277717
2037	0.0652486467
2038	0.06523965262
2039	0.06522819947
2040	0.06522550863
2041	0.06522447018
2042	0.06522053684
2043	0.06521667455
2044	0.06521601092
2045	0.0652021813
2046	0.06519365528
2047	0.06518506427
2048	0.06518231993
2049	0.06516781234
2050	0.06516474548
2051	0.06515807164
2052	0.06515736998
2053	0.06514925332
2054	0.06514338347
2055	0.06513074095
2056	0.06512843049
2057	0.06512458148
2058	0.06511276858
2059	0.06510844624
2060	0.06508912607
2061	0.06507700896
2062	0.06507304546
2063	0.06507130019
2064	0.06506998129
2065	0.06506056631
2066	0.06505645755
2067	0.06504743396
2068	0.06504524458
2069	0.06502921515
2070	0.06502861316
2071	0.06502742424
2072	0.06501746723
2073	0.06501033326
2074	0.06499949196
2075	0.0649902633
2076	0.06498968195
2077	0.06498618014
2078	0.06497551002
2079	0.06496634991
2080	0.06494764748
2081	0.06493630902
2082	0.06492771776
2083	0.06491615005
2084	0.06491214076
2085	0.06490246741
2086	0.06490146167
2087	0.0648967581
2088	0.06489621963
2089	0.06488144406
2090	0.0648632871
2091	0.06485820206
2092	0.06485308813
2093	0.06482363506
2094	0.06482176694
2095	0.06481699498
2096	0.06480426855
2097	0.06478674808
2098	0.06478530068
2099	0.06478116963
2100	0.06475683394
2101	0.06474856398
2102	0.06473812176
2103	0.06473318179
2104	0.06471183835
2105	0.06470614709
2106	0.06470541134
2107	0.064704766
2108	0.06470198261
2109	0.06470149502
2110	0.06469412197
2111	0.06469170782
2112	0.06469058189
2113	0.06468591834
2114	0.06468541739
2115	0.06468002849
2116	0.06467685574
2117	0.06467550434
2118	0.06467370522
2119	0.06466448276
2120	0.06466333689
2121	0.06466181992
2122	0.06466120084
2123	0.06465931631
2124	0.06465577476
2125	0.06465458851
2126	0.06464238696
2127	0.06463947602
2128	0.0646324441
2129	0.06463112796
2130	0.0646158077
2131	0.06461230207
2132	0.06460315319
2133	0.06458355803
2134	0.06458045575
2135	0.06457509318
2136	0.06456398302
2137	0.06456122541
2138	0.06455475519
2139	0.06453040184
2140	0.06452733959
2141	0.06451750571
2142	0.06451228789
2143	0.0645076009
2144	0.06450666191
2145	0.06450567481
2146	0.06449158764
2147	0.06448190382
2148	0.06447195221
2149	0.06446159734
2150	0.06446012856
2151	0.06445145623
2152	0.06443070106
2153	0.06442164233
2154	0.06440974523
2155	0.06440557063
2156	0.06439644518
2157	0.06439304538
2158	0.06438946727
2159	0.06438325561
2160	0.06438241589
2161	0.06437580055
2162	0.06436722093
2163	0.06436662017
2164	0.06436200787
2165	0.06435352574
2166	0.06435313493
2167	0.0643511343
2168	0.0643470538
2169	0.06433968642
2170	0.06433829093
2171	0.06432575017
2172	0.06431893598
2173	0.06431180771
2174	0.06429634861
2175	0.06428665055
2176	0.06427113423
2177	0.06427072256
2178	0.06427032419
2179	0.06426464846
2180	0.06426323474
2181	0.06425304519
2182	0.06425098297
2183	0.06424789837
2184	0.06424171486
2185	0.06424040485
2186	0.06423704679
2187	0.06423081947
2188	0.06422961896
2189	0.06422002624
2190	0.0642186141
2191	0.06421552195
2192	0.06420417172
2193	0.0642027388
2194	0.06418933186
2195	0.06416667934
2196	0.06416086372
2197	0.06415017486
2198	0.06414384537
2199	0.06413873568
2200	0.06412926718
2201	0.06412771222
2202	0.06412415958
2203	0.06411783621
2204	0.06411460472
2205	0.06410315585
2206	0.06409046741
2207	0.06408389013
2208	0.06407303313
2209	0.06406454289
2210	0.06404950121
2211	0.06404812695
2212	0.06404660357
2213	0.06404500861
2214	0.06404354755
2215	0.0640416953
2216	0.06403754148
2217	0.06403232287
2218	0.06402220415
2219	0.06400611678
2220	0.06400334798
2221	0.06400199178
2222	0.06400056595
2223	0.06399008024
2224	0.06398875018
2225	0.0639874348
2226	0.06398479035
2227	0.06397281374
2228	0.06396451806
2229	0.0639607813
2230	0.06394693822
2231	0.06394026849
2232	0.0639375066
2233	0.06390927926
2234	0.06390835725
2235	0.06390110491
2236	0.0638921608
2237	0.06388836921
2238	0.06388025504
2239	0.06387241295
2240	0.06387173721
2241	0.0638566629
2242	0.06385372006
2243	0.06384687274
2244	0.06384541146
2245	0.06384234125
2246	0.06383586087
2247	0.06380350704
2248	0.06379938515
2249	0.0637963275
2250	0.06379587592
2251	0.06379453687
2252	0.0637937834
2253	0.06378568208
2254	0.06377787659
2255	0.06377076213
2256	0.06376894639
2257	0.06376765081
2258	0.06376427943
2259	0.06375905312
2260	0.06375614813
2261	0.06374609524
2262	0.06374357223
2263	0.06373831583
2264	0.06372629974
2265	0.06372278597
2266	0.06370080864
2267	0.0637004246
2268	0.06369907695
2269	0.06369392814
2270	0.063692685
2271	0.06368853713
2272	0.06366324485
2273	0.06365784352
2274	0.06365579623
2275	0.06365333204
2276	0.06365235673
2277	0.06364751056
2278	0.06362610505
2279	0.06361945425
2280	0.06361652995
2281	0.06360789785
2282	0.06359468892
2283	0.0635856591
2284	0.06358127561
2285	0.06357661544
2286	0.06357130399
2287	0.06356469536
2288	0.06356321739
2289	0.06354905919
2290	0.06354579648
2291	0.06353308845
2292	0.06353170053
2293	0.06351360252
2294	0.06351288404
2295	0.06349874154
2296	0.06348720964
2297	0.06347823313
2298	0.06347477023
2299	0.0634706061
2300	0.06346733406
2301	0.06346289851
2302	0.06344601374
2303	0.06344284335
2304	0.06344265045
2305	0.06343459007
2306	0.06343341094
2307	0.06343248796
2308	0.06342839666
2309	0.06342432311
2310	0.0634216518
2311	0.0634202737
2312	0.06341564815
2313	0.06340423155
2314	0.06340245178
2315	0.06340202652
2316	0.06338488578
2317	0.06338308019
2318	0.06337210405
2319	0.06336977896
2320	0.06336729145
2321	0.06336204849
2322	0.06335910111
2323	0.06335846862
2324	0.06333748368
2325	0.06333335137
2326	0.06333110148
2327	0.06332987562
2328	0.06332577901
2329	0.06332449794
2330	0.06332336679
2331	0.0633231705
2332	0.0633168314
2333	0.06331478277
2334	0.06330929377
2335	0.06330228386
2336	0.06327818436
2337	0.06327283975
2338	0.06327148386
2339	0.06326867862
2340	0.0632670807
2341	0.06326125972
2342	0.06325426358
2343	0.06324720594
2344	0.06323905025
2345	0.06323654203
2346	0.06322952299
2347	0.06320905595
2348	0.06320065534
2349	0.06319930241
2350	0.06319897283
2351	0.06319575546
2352	0.06319495402
2353	0.06319064052
2354	0.06318979171
2355	0.06316560992
2356	0.06316042221
2357	0.06315878471
2358	0.06315860384
2359	0.06315637431
2360	0.06315495295
2361	0.06314952577
2362	0.06314934958
2363	0.06314798199
2364	0.06314255109
2365	0.06314175796
2366	0.06314045126
2367	0.06314020264
2368	0.06313923731
2369	0.06313080268
2370	0.06310139189
2371	0.06310033372
2372	0.0631001697
2373	0.06308044181
2374	0.06306892204
2375	0.06306636935
2376	0.0630650201
2377	0.06306375549
2378	0.06305786216
2379	0.06304508856
2380	0.06303087508
2381	0.06303072735
2382	0.06302906622
2383	0.06301151191
2384	0.06300527101
2385	0.0630017845
2386	0.0630016293
2387	0.06299837263
2388	0.06299481287
2389	0.06298276439
2390	0.06297270885
2391	0.06296942856
2392	0.0629653021
2393	0.06296358642
2394	0.06295277537
2395	0.06294831095
2396	0.06294701827
2397	0.06294396255
2398	0.06294164833
2399	0.06294066943
2400	0.06293541114
2401	0.06293419437
2402	0.06293086186
2403	0.06291339393
2404	0.06291259917
2405	0.06289022759
2406	0.06288559246
2407	0.06286182716
2408	0.06284342684
2409	0.06284016795
2410	0.06283458443
2411	0.06281796282
2412	0.06281442171
2413	0.06281076824
2414	0.06280428669
2415	0.06280301881
2416	0.06278568035
2417	0.06277187191
2418	0.06275161123
2419	0.06275111796
2420	0.06273849181
2421	0.06273107607
2422	0.06272536335
2423	0.06272181082
2424	0.06272086493
2425	0.06271842374
2426	0.06269688362
2427	0.06269180765
2428	0.06268828994
2429	0.06268201143
2430	0.06267681651
2431	0.06267382501
2432	0.06267286546
2433	0.0626699626
2434	0.06266918371
2435	0.06266590459
2436	0.06266513477
2437	0.06266487843
2438	0.06266439127
2439	0.06266337683
2440	0.06266321905
2441	0.06266307844
2442	0.06265966216
2443	0.06265848804
2444	0.06265632666
2445	0.06263011672
2446	0.06262344144
2447	0.06262029064
2448	0.0626004594
