iter	RMSE
297	0.1302867211
298	0.1299869679
299	0.1297130629
300	0.1295358752
301	0.1294046565
302	0.129084931
303	0.1289548098
304	0.128670447
305	0.1283911224
306	0.1282702037
307	0.1282209261
308	0.1281320146
309	0.1279695807
310	0.127821019
311	0.1276340341
312	0.1273581366
313	0.1271672972
314	0.1268892603
315	0.1268038775
316	0.1267190343
317	0.126695233
318	0.1264719166
319	0.1263851312
320	0.1262614687
321	0.1260750303
322	0.125891891
323	0.1258165864
324	0.1256304004
325	0.1254316671
326	0.1251961092
327	0.1249835469
328	0.1246936086
329	0.1245359235
330	0.1242990841
331	0.1240022012
332	0.1238615037
333	0.1237807037
334	0.1237568918
335	0.1236380172
336	0.1235021979
337	0.1232645786
338	0.1230916418
339	0.1229854349
340	0.1229643802
341	0.1227706576
342	0.1225869241
343	0.1225036534
344	0.1224283974
345	0.1221628204
346	0.1220271454
347	0.1218342634
348	0.1215268791
349	0.1213086685
350	0.121130808
351	0.1211095529
352	0.120975162
353	0.1207347637
354	0.1204487862
355	0.1203691572
356	0.1201145974
357	0.1200229072
358	0.1199207236
359	0.1197072168
360	0.119430751
361	0.1194147924
362	0.1192338701
363	0.119213939
364	0.1191854322
365	0.1191419337
366	0.1190217914
367	0.1187931402
368	0.118673306
369	0.1184615137
370	0.1183237323
371	0.1182100773
372	0.1180621633
373	0.1179221806
374	0.1177602087
375	0.117592335
376	0.117442161
377	0.1173962772
378	0.1171540697
379	0.117133758
380	0.1171172142
381	0.1170092846
382	0.1168494797
383	0.1167130658
384	0.116537924
385	0.1163134157
386	0.1161488004
387	0.115906779
388	0.1156470612
389	0.1156051806
390	0.1154502481
391	0.1151795901
392	0.1150391396
393	0.1149296301
394	0.1149107265
395	0.1148936508
396	0.1148534059
397	0.1145834755
398	0.1145687168
399	0.1144345655
400	0.1144204753
401	0.1142412322
402	0.1142028299
403	0.1139965809
404	0.1138654874
405	0.113827387
406	0.1136262598
407	0.1133683659
408	0.1131544529
409	0.113085854
410	0.1130139009
411	0.1129086607
412	0.1127350821
413	0.1126353889
414	0.1124966955
415	0.1123455778
416	0.1121679605
417	0.1120477869
418	0.1119905441
419	0.1117682565
420	0.1115591774
421	0.1115334061
422	0.111495149
423	0.1114844268
424	0.1114232908
425	0.1111700763
426	0.1111437377
427	0.1109947091
428	0.1109002331
429	0.1106578599
430	0.1104829274
431	0.1103627626
432	0.1103407749
433	0.1101229534
434	0.1099831144
435	0.1098309309
436	0.1097322598
437	0.1096850589
438	0.1096219683
439	0.1095271094
440	0.1093934157
441	0.1093744446
442	0.1091556118
443	0.1090160071
444	0.1088892712
445	0.108868507
446	0.1087369603
447	0.1086789667
448	0.1086269897
449	0.1083810476
450	0.1082333917
451	0.1081828951
452	0.1081309537
453	0.1081076421
454	0.1079041439
455	0.1078574448
456	0.1078428277
457	0.1076533051
458	0.107530359
459	0.1074804932
460	0.1074087267
461	0.1072275218
462	0.1071657225
463	0.1070368048
464	0.1067759728
465	0.1066445881
466	0.1064458565
467	0.1063801676
468	0.1063591418
469	0.1063387679
470	0.1063209915
471	0.1062444396
472	0.1061405777
473	0.1061292706
474	0.1060295395
475	0.106020216
476	0.1058759067
477	0.1058533739
478	0.1057038508
479	0.1056643689
480	0.1055156951
481	0.1054600399
482	0.1054423996
483	0.105399689
484	0.105348212
485	0.1053353215
486	0.1052097647
487	0.1052028693
488	0.1051945061
489	0.1051569493
490	0.1049754116
491	0.1048977677
492	0.104757284
493	0.1046386953
494	0.1044850478
495	0.1043759372
496	0.1042403359
497	0.1041940944
498	0.1041073893
499	0.1039490359
500	0.1039350427
501	0.1038803702
502	0.1038452903
503	0.1038279418
504	0.1037804356
505	0.103661034
506	0.1036438124
507	0.1035827109
508	0.1035207855
509	0.103460794
510	0.1034009799
511	0.1033832853
512	0.1032170638
513	0.1031793454
514	0.1030636991
515	0.1029889256
516	0.1027736069
517	0.1026527604
518	0.1026444778
519	0.1025724883
520	0.1024831188
521	0.102447774
522	0.1023727158
523	0.1022634764
524	0.1021533154
525	0.1020905416
526	0.1020688812
527	0.1019823397
528	0.1018790871
529	0.1017572669
530	0.1017258774
531	0.1017172378
532	0.1016856144
533	0.1015019054
534	0.1013852442
535	0.1012640987
536	0.1010767237
537	0.1010526543
538	0.1009518271
539	0.100850252
540	0.1007508166
541	0.100615139
542	0.1005798303
543	0.1004688702
544	0.1004540746
545	0.1003502883
546	0.1002901835
547	0.1002731669
548	0.1001593395
549	0.1001516237
550	0.1001019305
551	0.09997559843
552	0.09991162663
553	0.09984825148
554	0.09971733954
555	0.09960903441
556	0.09948669327
557	0.09934055903
558	0.09932237967
559	0.09924706345
560	0.09917680519
561	0.09906372991
562	0.09897287968
563	0.09894763791
564	0.09893390168
565	0.0988538857
566	0.0988375591
567	0.09879670896
568	0.09876113567
569	0.09870302639
570	0.09856195343
571	0.09849458565
572	0.0984874383
573	0.09847577598
574	0.09845710446
575	0.09845167814
576	0.09838746676
577	0.09828873913
578	0.09822168628
579	0.0981917197
580	0.09811107789
581	0.09795129885
582	0.09794636946
583	0.09789402103
584	0.09787976518
585	0.09779371584
586	0.09772645026
587	0.09771127604
588	0.09762870012
589	0.09754426578
590	0.09748403776
591	0.09747359153
592	0.09746354216
593	0.09729799116
594	0.09729433412
595	0.09719343434
596	0.09719044793
597	0.09717995372
598	0.09707370561
599	0.09707082347
600	0.09695959027
601	0.0969460076
602	0.09694270125
603	0.09693173107
604	0.09692534477
605	0.0969221032
606	0.09691143879
607	0.09690036132
608	0.09683646652
609	0.09669251425
610	0.09652844858
611	0.09652518526
612	0.09652247296
613	0.09649825366
614	0.09645099038
615	0.09637784017
616	0.09631707362
617	0.09621272074
618	0.09611729032
619	0.09609380808
620	0.09598022522
621	0.09597716984
622	0.09580726469
623	0.09568486476
624	0.09567482014
625	0.09560888658
626	0.09558958112
627	0.09550993646
628	0.09549190156
629	0.09536522526
630	0.09535048514
631	0.09533554949
632	0.09526429041
633	0.09525476075
634	0.09514091835
635	0.095125672
636	0.09512284138
637	0.0950654574
638	0.09501630608
639	0.09490422124
640	0.09484112993
641	0.09478434945
642	0.09476007506
643	0.09467913093
644	0.09461547256
645	0.09460370532
646	0.09453106707
647	0.09452147463
648	0.09451498988
649	0.09441005877
650	0.09431019074
651	0.0942439879
652	0.09419079744
653	0.09407928799
654	0.09399968464
655	0.09398503791
656	0.09397651103
657	0.09391194352
658	0.09384978601
659	0.09378805145
660	0.09373211379
661	0.09372563839
662	0.09365460225
663	0.09358663151
664	0.09357064691
665	0.09354902611
666	0.09344352215
667	0.09343807784
668	0.0933359403
669	0.09324406807
670	0.09323712979
671	0.09323192023
672	0.09312082232
673	0.09310541075
674	0.09305255527
675	0.09303375481
676	0.0930140295
677	0.09289799579
678	0.09286708544
679	0.092761002
680	0.09274774445
681	0.09274166083
682	0.09271374311
683	0.09270292681
684	0.09268731657
685	0.09266581483
686	0.09261303459
687	0.0925268016
688	0.09250751795
689	0.09250196838
690	0.09248772043
691	0.09247616397
692	0.09239806512
693	0.09237590853
694	0.09231168666
695	0.09229849259
696	0.09223278785
697	0.09222994339
698	0.09222477282
699	0.09218135754
700	0.09216746274
701	0.09211344237
702	0.09209199511
703	0.09203100733
704	0.09191751186
705	0.09189836263
706	0.09189249108
707	0.09184187862
708	0.09175929568
709	0.09168088831
710	0.09160022652
711	0.09156728104
712	0.09155523594
713	0.09148142603
714	0.09140568211
715	0.09135627032
716	0.09135047959
717	0.09134562962
718	0.09127268083
719	0.09126700852
720	0.09119617678
721	0.09115027965
722	0.09110922532
723	0.09110469974
724	0.09109141615
725	0.09107526277
726	0.09105840721
727	0.09104533443
728	0.09103718341
729	0.09098310409
730	0.09089337951
731	0.09082318382
732	0.09080954592
733	0.09076609984
734	0.09074633506
735	0.09073141722
736	0.09063948764
737	0.09059336667
738	0.09058884319
739	0.0905213167
740	0.09044115008
741	0.09034415938
742	0.09032983565
743	0.09023677729
744	0.09014666986
745	0.09007046584
746	0.0900127069
747	0.09000796255
748	0.08999388989
749	0.08997999663
750	0.08990863502
751	0.08984118244
752	0.08982754911
753	0.08979487185
754	0.08977916383
755	0.08968141287
756	0.08961558318
757	0.08959866512
758	0.08953836029
759	0.08952664443
760	0.08946854437
761	0.08946410564
762	0.0893911
763	0.0893308706
764	0.08931806004
765	0.08930672421
766	0.08929416429
767	0.08924464369
768	0.08916363644
769	0.08912582498
770	0.08907097697
771	0.08904410634
772	0.08903214446
773	0.0889732439
774	0.08896792197
775	0.08896078509
776	0.08890469068
777	0.0889022697
778	0.08888950995
779	0.08887779833
780	0.08881081522
781	0.08879982723
782	0.0887518479
783	0.08874748388
784	0.08866601207
785	0.08865651938
786	0.08864482312
787	0.08864035978
788	0.08862619964
789	0.08861365159
790	0.08860334319
791	0.08859554101
792	0.08859158009
793	0.08853973187
794	0.08847040239
795	0.08846546393
796	0.08838275889
797	0.08833694833
798	0.0882911412
799	0.0882792054
800	0.08822508484
801	0.08821492387
802	0.08820001129
803	0.08819566204
804	0.08819062677
805	0.08809503491
806	0.08808276214
807	0.08803776198
808	0.08802483072
809	0.08801007378
810	0.08799749234
811	0.08798300345
812	0.08796659332
813	0.08792105354
814	0.08791886321
815	0.0879077642
816	0.087833068
817	0.08782812343
818	0.08782420357
819	0.08781919854
820	0.08781018153
821	0.08780160115
822	0.08777980277
823	0.08774121149
824	0.08770689159
825	0.08769293187
826	0.08767911789
827	0.08767073791
828	0.08763177148
829	0.08756134803
830	0.0874899385
831	0.08745739953
832	0.08745318408
833	0.08745114397
834	0.08738087747
835	0.08732072156
836	0.08730872148
837	0.08722232939
838	0.08716623841
839	0.08713656155
840	0.08710088239
841	0.08706191284
842	0.08698654794
843	0.08694729596
844	0.08693897192
845	0.08686311162
846	0.08685940649
847	0.08678810296
848	0.08672334687
849	0.08670524447
850	0.08660873057
851	0.08659412697
852	0.08654345293
853	0.08646031389
854	0.08642414542
855	0.08639954647
856	0.08639656781
857	0.08638552531
858	0.08637890287
859	0.08629816578
860	0.08624330768
861	0.08623935754
862	0.08619687691
863	0.08619105804
864	0.08612446176
865	0.08611992056
866	0.08605360426
867	0.08600840111
868	0.08598437515
869	0.08597197135
870	0.08589299031
871	0.08588057414
872	0.08583450745
873	0.08582228844
874	0.08581498337
875	0.08581077617
876	0.08573761605
877	0.08571590872
878	0.0857079024
879	0.08566372753
880	0.08562720633
881	0.08561828092
882	0.08555241403
883	0.08554401541
884	0.08548916338
885	0.08544531259
886	0.08543626071
887	0.08542321823
888	0.08539080525
889	0.08536857406
890	0.08534023958
891	0.08527093828
892	0.0852546043
893	0.08521680534
894	0.08515491543
895	0.08513354179
896	0.08511151637
897	0.08510631963
898	0.08509736732
899	0.08508755241
900	0.08500845292
901	0.08495243054
902	0.08487863654
903	0.08486837061
904	0.08486418571
905	0.08485880315
906	0.08482445976
907	0.08482034397
908	0.08479930121
909	0.08477917353
910	0.08472406965
911	0.08466768556
912	0.08466265791
913	0.08460599648
914	0.08456366738
915	0.08454534101
916	0.08451166469
917	0.08444013449
918	0.08438117046
919	0.08434928807
920	0.0843443294
921	0.08432528968
922	0.08432152355
923	0.08432003459
924	0.08429628034
925	0.08426396274
926	0.08424854438
927	0.08424144989
928	0.08422960686
929	0.08422629356
930	0.08416581764
931	0.08416230736
932	0.08414002817
933	0.08408711263
934	0.08408362274
935	0.08407637817
936	0.08400659747
937	0.08395803264
938	0.08395162201
939	0.08391833844
940	0.08386920833
941	0.08380082967
942	0.08376724896
943	0.08372526504
944	0.08370861241
945	0.08365602829
946	0.08365290377
947	0.08360523094
948	0.08354760409
949	0.08353499357
950	0.08353226196
951	0.08352549804
952	0.08345553144
953	0.08340827067
954	0.08332550714
955	0.08328659263
956	0.0832342187
957	0.08318352982
958	0.08312416014
959	0.08312025508
960	0.08307860576
961	0.08307418572
962	0.08306155113
963	0.08305346526
964	0.0830465771
965	0.08300258971
966	0.08298382124
967	0.08292473829
968	0.08287288509
969	0.08281763117
970	0.08280973558
971	0.0827867751
972	0.08278356361
973	0.08277553253
974	0.08269117242
975	0.08265360085
976	0.08264366507
977	0.08262490191
978	0.08257039858
979	0.08252068608
980	0.08251296725
981	0.08246913433
982	0.08243622924
983	0.08239165526
984	0.08235086818
985	0.08234369389
986	0.08230094323
987	0.082281826
988	0.0822650021
989	0.08222305645
990	0.08220397827
991	0.08219920113
992	0.08214401025
993	0.08211221007
994	0.0820938896
995	0.08204448229
996	0.08198027391
997	0.08191603826
998	0.08190638364
999	0.08187222314
1000	0.08183519948
1001	0.08176373591
1002	0.0817208957
1003	0.08168162061
1004	0.08161604778
1005	0.08158515801
1006	0.08157356791
1007	0.08151832484
1008	0.08149799794
1009	0.08144734174
1010	0.08140616413
1011	0.08138085235
1012	0.08134954564
1013	0.08132098765
1014	0.08126815115
1015	0.08122979558
1016	0.08122670768
1017	0.08119381245
1018	0.08118420354
1019	0.08115810482
1020	0.08115039203
1021	0.0811472154
1022	0.08114335528
1023	0.08111762782
1024	0.0810823333
1025	0.08105707461
1026	0.08105378916
1027	0.08102530329
1028	0.0810199331
1029	0.08101681611
1030	0.08095780604
1031	0.0809479494
1032	0.08092063133
1033	0.08086244187
1034	0.08085626873
1035	0.08085319133
1036	0.08083983012
1037	0.08083646513
1038	0.08083289654
1039	0.0808051508
1040	0.0807623108
1041	0.08070606233
1042	0.0807018466
1043	0.08067272704
1044	0.08067000646
1045	0.08066629084
1046	0.08065172897
1047	0.08064379569
1048	0.08059241087
1049	0.08056590554
1050	0.0805570951
1051	0.08054906362
1052	0.08048608847
1053	0.08046873127
1054	0.08042921674
1055	0.08038310714
1056	0.08032749464
1057	0.08027395733
1058	0.08022701329
1059	0.08021806888
1060	0.08013775088
1061	0.08008707379
1062	0.08007006734
1063	0.08003300927
1064	0.07999047889
1065	0.07998711547
1066	0.07996883182
1067	0.07990645121
1068	0.07990315185
1069	0.07985829208
1070	0.0798058901
1071	0.07979864644
1072	0.07979125412
1073	0.07977725234
1074	0.07974952701
1075	0.07971417429
1076	0.07966569554
1077	0.0796633393
1078	0.07959949534
1079	0.07957580014
1080	0.07957359151
1081	0.07952675894
1082	0.07947149762
1083	0.07946778366
1084	0.07945414626
1085	0.07944830231
1086	0.07941666703
1087	0.07938613522
1088	0.0793838645
1089	0.07938141436
1090	0.07937728762
1091	0.07932687383
1092	0.07930469589
1093	0.07926602127
1094	0.07926125781
1095	0.0792543084
1096	0.07924137617
1097	0.07923606883
1098	0.0792119636
1099	0.07916745535
1100	0.07913890457
1101	0.07908866503
1102	0.07903683351
1103	0.07902412331
1104	0.07898120355
1105	0.07896303818
1106	0.07893462981
1107	0.07889189392
1108	0.07882886835
1109	0.07881928343
1110	0.07878171959
1111	0.07876670118
1112	0.07873663872
1113	0.07870585481
1114	0.07868661285
1115	0.07866234339
1116	0.07863375837
1117	0.07859427897
1118	0.07855818767
1119	0.07854734056
1120	0.07852206032
1121	0.07850603733
1122	0.07849302964
1123	0.07846707681
1124	0.0784514862
1125	0.07842846213
1126	0.07840342935
1127	0.07837956653
1128	0.07837517021
1129	0.07836861092
1130	0.07834699477
1131	0.07830273361
1132	0.07826537994
1133	0.07823929904
1134	0.07822392257
1135	0.07821788553
1136	0.07818123446
1137	0.07811484665
1138	0.0780926595
1139	0.07809026276
1140	0.07805555928
1141	0.0780226211
1142	0.07799160588
1143	0.07794704292
1144	0.07793019755
1145	0.07791573604
1146	0.07784363892
1147	0.0778204558
1148	0.07780467885
1149	0.07776741082
1150	0.07771942125
1151	0.07766880041
1152	0.07764415332
1153	0.07763795385
1154	0.07763441799
1155	0.07758901244
1156	0.07755853567
1157	0.07754383215
1158	0.07753217067
1159	0.07751440151
1160	0.07745747789
1161	0.0774369131
1162	0.07739669462
1163	0.07736278332
1164	0.07732574993
1165	0.07727849582
1166	0.07724553259
1167	0.07722584463
1168	0.07721882671
1169	0.07721300783
1170	0.07720608891
1171	0.07716334313
1172	0.07710694539
1173	0.07709509402
1174	0.07704761122
1175	0.07703271182
1176	0.07700041055
1177	0.07697439372
1178	0.07693915462
1179	0.07693347994
1180	0.07692378089
1181	0.07689737284
1182	0.07689279767
1183	0.07688381752
1184	0.0768251998
1185	0.07677514679
1186	0.07677264324
1187	0.07675256069
1188	0.07674086636
1189	0.07670292857
1190	0.07668075065
1191	0.07667611364
1192	0.07664206902
1193	0.07661201477
1194	0.07660649832
1195	0.076585774
1196	0.07657358686
1197	0.07652163976
1198	0.07648050382
1199	0.07644146351
1200	0.07642999499
1201	0.07640848156
1202	0.076364387
1203	0.07635667337
1204	0.07632480919
1205	0.07631515435
1206	0.0762601245
1207	0.07622026676
1208	0.07621165407
1209	0.07620119229
1210	0.07618491534
1211	0.07614297269
1212	0.07612778634
1213	0.07608765562
1214	0.07608298816
1215	0.07607556736
1216	0.07607217375
1217	0.07606583588
1218	0.07603244369
1219	0.07602696831
1220	0.07602373756
1221	0.07601568025
1222	0.07601347564
1223	0.07600960054
1224	0.07599029892
1225	0.07598228059
1226	0.07596449026
1227	0.07592470294
1228	0.07589127248
1229	0.07588325274
1230	0.075877479
1231	0.07583335996
1232	0.07582264947
1233	0.07580686033
1234	0.07577316469
1235	0.0757500462
1236	0.07572533619
1237	0.07571341313
1238	0.07568520598
1239	0.07567926186
1240	0.07564823013
1241	0.07563893524
1242	0.07560682841
1243	0.07559704566
1244	0.07558617838
1245	0.07557658838
1246	0.07554768666
1247	0.07550194808
1248	0.07548736394
1249	0.07547992864
1250	0.07543653866
1251	0.07542321483
1252	0.07538576314
1253	0.07536631032
1254	0.0753534264
1255	0.0753301091
1256	0.07528911842
1257	0.07526183802
1258	0.07523298158
1259	0.07523008195
1260	0.07520114511
1261	0.07515449472
1262	0.07514089327
1263	0.07510836743
1264	0.07510454738
1265	0.07509724815
1266	0.07508700572
1267	0.07506591017
1268	0.07506117784
1269	0.07502716961
1270	0.07502471788
1271	0.07501186127
1272	0.07499098083
1273	0.07498212977
1274	0.07497551059
1275	0.074942206
1276	0.07493694301
1277	0.07492137703
1278	0.07491548106
1279	0.07490358594
1280	0.07489057714
1281	0.07485699912
1282	0.07480740046
1283	0.07478801433
1284	0.07478388123
1285	0.07477680611
1286	0.07476389924
1287	0.07474802345
1288	0.07473828373
1289	0.07472606189
1290	0.07472144887
1291	0.07469587624
1292	0.07467513091
1293	0.07465279856
1294	0.07461983051
1295	0.07457112224
1296	0.07454747398
1297	0.07453612309
1298	0.07450419331
1299	0.07449988241
1300	0.07446346011
1301	0.07443175099
1302	0.07442186101
1303	0.07441616224
1304	0.07438345376
1305	0.0743813079
1306	0.07436274965
1307	0.07436104176
1308	0.07435895465
1309	0.0743314962
1310	0.07432873104
1311	0.07429713206
1312	0.07427627123
1313	0.07426373915
1314	0.07424640595
1315	0.07421797997
1316	0.07418027972
1317	0.07417015339
1318	0.07414456417
1319	0.07413494447
1320	0.07410455474
1321	0.0740951342
1322	0.07409336159
1323	0.07409085804
1324	0.07406037272
1325	0.07405511374
1326	0.07403871013
1327	0.07401112249
1328	0.07399587016
1329	0.07395211284
1330	0.07394345514
1331	0.07392558044
1332	0.07392249849
1333	0.07389004902
1334	0.07386342829
1335	0.07384831515
1336	0.07381701513
1337	0.07377471722
1338	0.07374464031
1339	0.07371367781
1340	0.07367909802
1341	0.07365312768
1342	0.07362820431
1343	0.07362071347
1344	0.07361650059
1345	0.07358986627
1346	0.07357043237
1347	0.07353553299
1348	0.07352169333
1349	0.07351445377
1350	0.07348521869
1351	0.0734827649
1352	0.07344797205
1353	0.07343919348
1354	0.07342037705
1355	0.0733902761
1356	0.07338375926
1357	0.07335526819
1358	0.07335070505
1359	0.07332487948
1360	0.07331184055
1361	0.07329832534
1362	0.07327094869
1363	0.07326953311
1364	0.07324976777
1365	0.07323133166
1366	0.07322169044
1367	0.07321454915
1368	0.07316443725
1369	0.07316089881
1370	0.07314027377
1371	0.07312088986
1372	0.07310525968
1373	0.07308362456
1374	0.07305777836
1375	0.07303578396
1376	0.07299519846
1377	0.07298776471
1378	0.07297122546
1379	0.07296702783
1380	0.0729410688
1381	0.07293366366
1382	0.07293143586
1383	0.07290882909
1384	0.07289306141
1385	0.07286320345
1386	0.07284073263
1387	0.07283853358
1388	0.07281310153
1389	0.07280960436
1390	0.0727923202
1391	0.07279052687
1392	0.07278758034
1393	0.07275326401
1394	0.07273966191
1395	0.0727246853
1396	0.07270203518
1397	0.0726784503
1398	0.07263811584
1399	0.07260728693
1400	0.07256378146
1401	0.072548735
1402	0.07250327488
1403	0.07247975109
1404	0.0724639176
1405	0.0724351484
1406	0.07241763326
1407	0.07240938675
1408	0.07239106505
1409	0.07238121266
1410	0.07237938287
1411	0.07237475942
1412	0.07235737354
1413	0.07235559012
1414	0.07235105023
1415	0.0723256342
1416	0.07230896672
1417	0.07227030774
1418	0.0722583062
1419	0.07222336329
1420	0.07220775079
1421	0.07218999144
1422	0.07218034679
1423	0.07214756972
1424	0.07213428843
1425	0.07212362844
1426	0.07212143304
1427	0.07211307399
1428	0.07209780147
1429	0.07206387636
1430	0.07205551597
1431	0.07203403133
1432	0.07201909551
1433	0.07200921238
1434	0.0720075669
1435	0.07199687948
1436	0.07198121335
1437	0.07196234007
1438	0.07192478721
1439	0.07190800811
1440	0.07189296703
1441	0.07186387258
1442	0.07185635749
1443	0.07183424205
1444	0.07181861072
1445	0.07177974988
1446	0.07175880531
1447	0.07174179855
1448	0.07172441431
1449	0.07171645204
1450	0.07171472585
1451	0.07170417503
1452	0.07170008569
1453	0.071693494
1454	0.07167093479
1455	0.07165657372
1456	0.0716357786
1457	0.07161530172
1458	0.07160133544
1459	0.07155575989
1460	0.07155196956
1461	0.07153965727
1462	0.07152020109
1463	0.07151516049
1464	0.07149136007
1465	0.07146018261
1466	0.07144335352
1467	0.07139497855
1468	0.07137005104
1469	0.07136657117
1470	0.07135859787
1471	0.0713565674
1472	0.07134949487
1473	0.07134309525
1474	0.07134126207
1475	0.07133825953
1476	0.07130193112
1477	0.07128391075
1478	0.07128158674
1479	0.07126644191
1480	0.07126342408
1481	0.0712560767
1482	0.07125450956
1483	0.07123060354
1484	0.07120359105
1485	0.07117056287
1486	0.07116792659
1487	0.07113561797
1488	0.07111875895
1489	0.07110911136
1490	0.07109920031
1491	0.07109767754
1492	0.0710911162
1493	0.07108800305
1494	0.07105980133
1495	0.0710419589
1496	0.0710059983
1497	0.07100436556
1498	0.07099118855
1499	0.07098977724
1500	0.07098366845
1501	0.0709804149
1502	0.07096665003
1503	0.07096496409
1504	0.0709635053
